Category,Film,Nominee,Winner,Year,Rating_IMDB,Release_date,Rating_rtaudience,Rating_rtcritic,Oscarstat_totalnoms,Release_Q1,Release_Q2,Release_Q3,Release_Q4,Nom_Oscar_bestdirector,Nom_DGA,Nom_BAFTA,Win_DGA,Win_BAFTA,Nom_GoldenGlobe_bestcomedy,Nom_GoldenGlobe_bestdrama,Win_GoldenGlobe_bestcomedy,Win_GoldenGlobe_bestdrama,Genre_action,Genre_biography,Genre_crime,Genre_comedy,Genre_drama,Genre_horror,Genre_fantasy,Genre_sci-fi,Genre_mystery,Genre_music,Genre_romance,Genre_history,Genre_war,Genre_filmnoir,Genre_thriller,Genre_adventure,Genre_family,Genre_sport,Genre_western,MPAA_rating,MPAA_G,MPAA_PG,MPAA_PG-13,MPAA_R,MPAA_NC-17,Nowin_Criticschoice,Win_Criticschoice,Nonom_Criticschoice,Nom_Criticschoice,Nowin_SAG_bestcast,Win_SAG_bestcast,Nonom_SAG_bestcast,Nom_SAG_bestcast,Nowin_PGA,Win_PGA,Nonom_PGA,Nom_PGA
Picture,The Apartment,The Apartment,1,1961,8.3,1960-09-16,94,93,10,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Alamo,The Alamo,0,1961,6.9,1960-10-24,64,50,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Elmer Gantry,Elmer Gantry,0,1961,7.9,1960-07,86,96,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Sons and Lovers,Sons and Lovers,0,1961,7.3,1960-07-22,54,75,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Sundowners,The Sundowners,0,1961,7.2,1961-02-28,62,78,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,West Side Story,West Side Story,1,1962,7.6,1961-12-23,84,94,11,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Fanny,Fanny,0,1962,7.1,1961-06-28,94,100,5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Guns of Navarone,The Guns of Navarone,0,1962,7.6,1961-06-22,86,95,7,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Hustler,The Hustler,0,1962,8,1961-10-27,93,98,9,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Judgment at Nuremberg,Judgment at Nuremberg,0,1962,8.3,1961-12-18,93,90,11,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Lawrence of Arabia,Lawrence of Arabia,1,1963,8.3,1962-12-11,93,97,10,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Longest Day,The Longest Day,0,1963,7.8,1962-10-04,90,92,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Music Man,The Music Man,0,1963,7.7,1962-06-19,85,94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Mutiny on the Bounty,Mutiny on the Bounty,0,1963,7.2,1962-11-08,72,71,14,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,To Kill a Mockingbird,To Kill a Mockingbird,0,1963,8.3,1963-03-16,93,91,8,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT RATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Tom Jones,Tom Jones,1,1964,6.7,1963-12-11,58,83,10,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,America America,America America,0,1964,7.9,1964-06-17,86,71,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Cleopatra,Cleopatra,0,1964,7,1963-07-31,69,55,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,How the West Was Won,How the West Was Won,0,1964,7.1,1963-02-20,74,100,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Lilies of the Field,Lilies of the Field,0,1964,7.7,1963-07-05,86,100,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,My Fair Lady,My Fair Lady,1,1965,7.9,1964-12-25,90,96,12,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Becket,Becket,0,1965,8,1964-03-11,88,76,12,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG-13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,1965,8.5,1964-01-29,94,99,4,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Mary Poppins,Mary Poppins,0,1965,7.8,1964-09-11,86,100,12,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Zorba the Greek,Zorba the Greek,0,1965,7.8,1964-12-14,87,86,7,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Sound of Music,The Sound of Music,1,1966,8,1965-03-29,91,86,10,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Darling,Darling,0,1966,7.2,1965-08-03,71,70,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Doctor Zhivago,Doctor Zhivago,0,1966,8,1965-12-31,88,82,10,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Ship of Fools,Ship of Fools,0,1966,7.2,1965-10,80,81,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,A Thousand Clowns,A Thousand Clowns,0,1966,7.6,1966-09-09,91,69,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,A Man for All Seasons,A Man for All Seasons,1,1967,7.9,1967-05-03,87,82,8,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Alfie,Alfie,0,1967,7.1,1966-08-24,76,100,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,"The Russians Are Coming, the Russians Are Coming","The Russians Are Coming, the Russians Are Coming",0,1967,7.1,1966-05-25,75,84,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Sand Pebbles,The Sand Pebbles,0,1967,7.7,1966-12-20,88,93,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,0,1967,8.1,1966-06-22,91,95,13,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV-MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,In the Heat of the Night,In the Heat of the Night,1,1968,8,1967-10-25,92,95,7,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Bonnie and Clyde,Bonnie and Clyde,0,1968,7.9,1967-09,88,88,10,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Doctor Dolittle,Doctor Dolittle,0,1968,6.2,1967-12-19,57,32,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Graduate,The Graduate,0,1968,8,1967-12-22,90,89,7,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner,0,1968,7.8,1967-12-12,85,68,10,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNRATED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Oliver!,Oliver!,1,1969,7.5,1968-09-27,81,81,12,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Funny Girl,Funny Girl,0,1969,7.5,1968-09-19,85,93,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Lion in Winter,The Lion in Winter,0,1969,8.1,1968-10-30,90,91,7,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,"Rachel, Rachel","Rachel, Rachel",0,1969,7.5,1968-08-26,78,86,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Romeo and Juliet,Romeo and Juliet,0,1969,7.6,1968-10-08,74,97,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Midnight Cowboy,Midnight Cowboy,1,1970,7.9,1969-06-16,88,90,7,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Anne of the Thousand Days,Anne of the Thousand Days,0,1970,7.6,1969-12-18,84,42,10,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Butch Cassidy and the Sundance Kid,Butch Cassidy and the Sundance Kid,0,1970,8.1,1969-10-24,92,89,6,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,APPROVED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,"Hello, Dolly!","Hello, Dolly!",0,1970,7.2,1969-12-16,76,44,7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Z,Z,0,1970,8.2,1969-12-08,93,95,5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Patton,Patton,1,1971,8,1970-04-02,94,95,10,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,GP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Airport,Airport,0,1971,6.6,1970-03-05,54,80,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Five Easy Pieces,Five Easy Pieces,0,1971,7.5,1970-12-10,84,87,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Love Story,Love Story,0,1971,6.9,1970-12-16,75,57,7,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,M*A*S*H,M*A*S*H,0,1971,7.6,1970-03,83,87,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The French Connection,The French Connection,1,1972,7.8,1971-10-09,87,98,8,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,A Clockwork Orange,A Clockwork Orange,0,1972,8.3,1972-02-02,93,90,4,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Fiddler on the Roof,Fiddler on the Roof,0,1972,8,1971-11-03,92,81,8,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Last Picture Show,The Last Picture Show,0,1972,8.1,1971-10-22,90,100,8,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Nicholas and Alexandra,Nicholas and Alexandra,0,1972,7.3,1971-12-13,79,71,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GP,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Godfather,The Godfather,1,1973,9.2,1972-03-24,98,99,11,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Cabaret,Cabaret,0,1973,7.9,1972-02-13,87,97,10,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Deliverance,Deliverance,0,1973,7.7,1972-09-20,82,93,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Emigrants,The Emigrants,0,1973,8,1971-03-08,88,89,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Sounder,Sounder,0,1973,7.7,1973-05-10,77,88,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Sting,The Sting,1,1974,8.3,1973-12-25,95,93,10,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,American Graffiti,American Graffiti,0,1974,7.5,1973-09-01,84,95,5,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Cries and Whispers,Cries and Whispers,0,1974,8.2,1973-03-05,91,89,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Exorcist,The Exorcist,0,1974,8,1973-12-26,87,86,10,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,A Touch of Class,A Touch of Class,0,1974,6.5,1973-08-09,65,91,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Godfather Part II,The Godfather Part II,1,1975,9,1974-12-20,97,97,11,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Chinatown,Chinatown,0,1975,8.2,1974-06-20,93,98,11,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Conversation,The Conversation,0,1975,7.9,1974-06,90,98,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Lenny,Lenny,0,1975,7.6,1974-12,88,100,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,The Towering Inferno,The Towering Inferno,0,1975,6.9,1975-01-01,72,71,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,1,1976,8.7,1975-11-19,96,95,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picture,Barry Lyndon,Barry Lyndon,0,1976,8.1,1975-12-18,92,97,7,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,PG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
